No.	MolID	Molecule	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr06	T(Cl..Cl)	X0	X1	X2	X3	X4	X5	X0A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ
43	PCB_043.HIN	2,3,5,2'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.611	50.875	0.243	1726	2319.531	1649	2851.099	15.643	8.746	407	3.392	28.205	48.612	310.333	16.342	2.183	3.584	1055	33.145	817	3738	11.181	65.131	1943	273.51	272.661	312.333	299.745	300.775	2.049	2.981	2.988	2.694	2.779	2.772	1.246	2.011	15.337	24.274	64	12.052	4.839	2.483	3.645	1.059	0.589	0.351	0.187	0.103	0.75	188	92	5.75	0.813	7.875	35	254	30	17	0.75	1.906	95.52	29	11.707	7.592	7.002	5.749	4.593	3.614	0.732	0.292	0.185	0.118	0.077	11	6	4.858	3.507	2.373	1.624	0.687	0.353	0.202	0.113	0.061	13.707	8.747	8.486	7.306	5.867	4.804	58.255	2.699	108.398
44	PCB_044.HIN	2,3,2',5'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.728	51.25	0.246	1738	2330.198	1661	2860.58	15.667	8.809	410	3.417	28.163	48.505	312.667	16.464	2.246	3.584	1073	33.081	822	3783	11.149	65.101	1969	275.843	274.994	314.667	302.079	303.109	2.033	2.951	2.958	2.671	2.755	2.748	1.187	2.007	15.281	24.021	60	12.052	4.839	2.483	3.645	1.059	0.591	0.352	0.18	0.103	0.75	188	92	5.75	0.813	7.594	36	244	30	17	0.75	1.906	95.52	32	11.707	7.592	6.991	5.84	4.4	3.695	0.732	0.291	0.188	0.116	0.079	11	6	4.854	3.554	2.209	1.66	0.687	0.353	0.202	0.115	0.058	13.707	8.747	8.474	7.45	5.411	4.958	58.255	2.703	108.128
45	PCB_045.HIN	2,3,6,2'-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.333	50	0.238	1696	2285.309	1617	2812.383	15.574	8.653	400	3.333	28.342	48.919	306.833	16.157	2.116	3.584	1016	33.348	824	3814	11.153	64.066	1943	268.843	267.994	307.667	295.079	296.109	2.09	3.04	3.047	2.739	2.828	2.82	1.248	2.019	15.682	24.953	64	12.052	4.839	2.328	3.645	1.06	0.589	0.362	0.192	0.105	0.75	186	91	5.688	0.766	7.5	34	256	30	17	0.75	1.85	94.571	28	11.707	7.609	6.894	5.911	4.607	3.731	0.732	0.287	0.185	0.115	0.078	11	6.006	4.798	3.636	2.4	1.708	0.687	0.353	0.2	0.114	0.06	13.707	8.764	8.34	7.574	5.876	5.076	58.356	2.68	109.224
46	PCB_046.HIN	2,3,2',6'-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.381	50.125	0.239	1700	2288.864	1621	2815.543	15.578	8.674	401	3.342	28.33	48.886	308.5	16.245	2.169	3.584	1022	33.329	831	3877	11.099	63.566	1969	269.843	268.994	308.667	296.079	297.109	2.083	3.022	3.03	2.726	2.814	2.807	1.209	2.011	15.665	24.825	58	12.052	4.839	2.328	3.645	1.06	0.589	0.362	0.192	0.097	0.75	186	91	5.688	0.766	7.484	35	242	28	17	0.75	1.85	94.571	29	11.707	7.609	6.894	5.897	4.718	3.483	0.732	0.287	0.184	0.118	0.076	11	6.006	4.798	3.633	2.448	1.533	0.687	0.353	0.2	0.114	0.061	13.707	8.764	8.34	7.56	6.049	4.503	58.356	2.681	109.136
47	PCB_047.HIN	2,4,2',4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.299	53.25	0.259	1806	2405.753	1733	2944.333	15.843	8.995	426	3.55	27.981	48.028	315.667	16.622	2.302	3.584	1181	32.804	806	3623	11.231	68.046	1969	286.51	285.661	325.333	312.745	313.775	1.958	2.843	2.85	2.586	2.663	2.656	1.1	1.989	14.834	23.127	48	12.052	4.839	2.653	3.645	1.058	0.591	0.338	0.181	0.097	0.8	226	110	6.875	0.906	8.25	38	244	36	17	0.75	2.156	97.924	36	11.707	7.575	7.119	5.546	4.65	3.411	0.732	0.297	0.185	0.122	0.076	11	5.994	4.936	3.248	2.436	1.468	0.687	0.353	0.206	0.108	0.064	13.707	8.73	8.677	6.734	6.122	4.306	58.154	2.733	106.921
48	PCB_048.HIN	2,4,5,2'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.869	51.75	0.249	1756	2353.753	1681	2889.815	15.718	8.822	414	3.45	28.131	48.406	311.5	16.403	2.215	3.584	1101	33.03	810	3669	11.223	66.469	1943	278.177	277.327	317	304.412	305.442	2.014	2.93	2.937	2.653	2.736	2.729	1.234	1.995	15.136	24.051	64	12.052	4.839	2.483	3.645	1.059	0.591	0.353	0.181	0.102	1	205	100	6.25	0.906	8.25	36	252	32	17	0.75	2.127	96.722	30	11.707	7.592	6.993	5.818	4.465	3.643	0.732	0.291	0.188	0.118	0.078	11	6	4.855	3.538	2.295	1.635	0.687	0.353	0.202	0.114	0.06	13.707	8.747	8.476	7.396	5.669	4.848	58.255	2.711	107.886
49	PCB_049.HIN	2,4,2',5'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.05	52.375	0.253	1776	2371.531	1701	2905.617	15.766	8.932	419	3.492	28.036	48.198	314.5	16.561	2.267	3.584	1131	32.891	813	3696	11.205	66.841	1969	281.843	280.994	320.667	308.079	309.108	1.991	2.89	2.897	2.623	2.703	2.696	1.114	1.991	15.009	23.255	64	12.052	4.839	2.653	3.645	1.058	0.591	0.339	0.18	0.105	1	207	101	6.313	0.977	7.953	37	246	36	17	0.75	2.18	96.722	35	11.707	7.575	7.119	5.568	4.498	3.691	0.732	0.297	0.186	0.118	0.079	11	5.994	4.936	3.262	2.314	1.661	0.687	0.353	0.206	0.109	0.061	13.707	8.73	8.677	6.783	5.729	4.956	58.154	2.723	107.339
50	PCB_050.HIN	2,4,6,2'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.592	50.875	0.244	1726	2319.531	1649	2851.099	15.654	8.737	407	3.392	28.243	48.68	308.333	16.236	2.139	3.584	1061	33.199	817	3744	11.187	65.309	1943	273.51	272.661	312.333	299.745	300.775	2.054	2.988	2.996	2.699	2.784	2.777	1.175	2.003	15.446	24.294	58	12.052	4.839	2.483	3.645	1.059	0.587	0.348	0.199	0.101	1	203	99	6.188	0.859	7.875	35	254	34	17	0.75	2.108	95.773	29	11.707	7.592	7.034	5.535	5.001	3.447	0.732	0.293	0.179	0.122	0.075	11	6	4.882	3.294	2.714	1.519	0.687	0.353	0.203	0.106	0.066	13.707	8.747	8.555	6.749	6.814	4.441	58.255	2.696	108.6
51	PCB_051.HIN	2,4,2',6'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.709	51.25	0.246	1738	2330.198	1661	2860.58	15.68	8.801	410	3.417	28.2	48.573	310.333	16.342	2.19	3.584	1079	33.135	822	3789	11.154	65.279	1969	275.843	274.994	314.667	302.079	303.109	2.038	2.958	2.965	2.676	2.76	2.753	1.137	1.995	15.39	24.045	58	12.052	4.839	2.483	3.645	1.059	0.589	0.349	0.193	0.1	1	205	100	6.25	0.906	7.844	36	244	36	17	0.75	2.127	95.773	32	11.707	7.592	7.022	5.625	4.812	3.511	0.732	0.293	0.181	0.12	0.076	11	6	4.879	3.341	2.551	1.546	0.687	0.353	0.203	0.108	0.064	13.707	8.747	8.543	6.893	6.364	4.547	58.255	2.701	108.332
52	PCB_052.HIN	2,5,2',5'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	62.798	51.5	0.247	1746	2337.309	1669	2866.901	15.687	8.867	412	3.433	28.092	48.371	313.333	16.499	2.231	3.584	1082	32.981	820	3770	11.18	65.672	1969	277.177	276.327	316	303.412	304.442	2.024	2.938	2.945	2.662	2.744	2.737	1.075	1.984	15.186	23.395	48	12.052	4.839	2.653	3.645	1.058	0.591	0.339	0.179	0.113	0.75	188	92	5.75	0.813	7.625	36	248	30	17	0.75	1.906	95.52	34	11.707	7.575	7.119	5.59	4.346	3.974	0.732	0.297	0.186	0.114	0.081	11	5.994	4.936	3.276	2.191	1.854	0.687	0.353	0.206	0.109	0.058	13.707	8.73	8.677	6.832	5.335	5.608	58.154	2.712	107.766
53	PCB_053.HIN	2,5,2',6'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.452	50.375	0.24	1708	2295.975	1629	2821.864	15.599	8.732	403	3.358	28.259	48.752	309.167	16.28	2.153	3.584	1031	33.229	829	3864	11.13	64.138	1969	271.177	270.327	310	297.412	298.442	2.073	3.008	3.016	2.716	2.803	2.796	1.114	1.991	15.571	24.198	58	12.052	4.839	2.483	3.645	1.059	0.589	0.349	0.191	0.107	0.75	186	91	5.688	0.766	7.531	35	246	30	17	0.75	1.85	94.571	31	11.707	7.592	7.022	5.648	4.664	3.756	0.732	0.293	0.182	0.117	0.078	11	6	4.879	3.355	2.429	1.726	0.687	0.353	0.203	0.108	0.061	13.707	8.747	8.543	6.942	5.974	5.144	58.255	2.69	108.774
54	PCB_054.HIN	2,6,2',6'-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.098	49.25	0.233	1670	2254.642	1589	2776.827	15.509	8.592	394	3.283	28.432	49.143	305	16.061	2.073	3.584	981	33.483	838	3959	11.081	62.624	1969	265.177	264.327	304	291.412	292.442	2.125	3.082	3.09	2.773	2.864	2.857	1.137	1.995	15.961	25.045	36	12.052	4.839	2.328	3.645	1.06	0.588	0.359	0.204	0.106	0.75	184	90	5.625	0.719	7.438	34	244	26	17	0.75	1.75	93.621	28	11.707	7.609	6.926	5.711	4.933	3.685	0.732	0.289	0.178	0.117	0.077	11	6.006	4.822	3.435	2.646	1.691	0.687	0.353	0.201	0.107	0.063	13.707	8.764	8.409	7.058	6.539	4.983	58.356	2.667	109.806
55	PCB_055.HIN	2,3,4,3'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	63.137	52.625	0.255	1786	2387.975	1713	2928.531	15.786	8.888	421	3.508	28.052	48.19	315.333	16.605	2.317	3.584	1146	32.908	803	3583	11.225	67.262	1943	282.843	281.994	321.667	309.079	310.108	1.977	2.878	2.884	2.611	2.691	2.684	1.305	2.015	14.871	23.966	64	12.052	4.839	2.483	3.645	1.059	0.592	0.353	0.174	0.091	1	207	101	6.313	0.977	8.125	37	250	32	17	0.75	2.18	97.671	31	11.707	7.592	6.969	5.94	4.424	3.287	0.732	0.29	0.192	0.12	0.075	11	6	4.833	3.7	2.24	1.377	0.687	0.353	0.201	0.119	0.061	13.707	8.747	8.414	7.801	5.551	4.018	58.255	2.722	107.323
56	PCB_056.HIN	2,3,3',4'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	63.256	53	0.257	1798	2398.642	1725	2938.012	15.806	8.951	424	3.533	28.01	48.083	317.333	16.71	2.371	3.584	1164	32.844	808	3628	11.193	67.232	1969	285.177	284.327	324	311.412	312.442	1.96	2.847	2.853	2.589	2.666	2.659	1.171	2.001	14.814	23.698	64	12.052	4.839	2.483	3.645	1.059	0.594	0.357	0.168	0.09	1	209	102	6.375	1	8.125	38	240	34	17	0.75	2.18	97.671	34	11.707	7.592	6.959	6.014	4.266	3.365	0.732	0.29	0.194	0.119	0.076	11	6	4.83	3.74	2.098	1.408	0.687	0.353	0.201	0.121	0.058	13.707	8.747	8.405	7.918	5.181	4.145	58.255	2.727	107.055
57	PCB_057.HIN	2,3,5,3'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	62.955	52	0.25	1764	2360.864	1689	2896.136	15.729	8.872	416	3.467	28.052	48.257	314.833	16.578	2.276	3.584	1108	32.919	808	3638	11.215	66.468	1943	279.51	278.661	318.333	305.745	306.775	2.001	2.912	2.918	2.64	2.721	2.714	1.232	2.007	14.973	23.536	64	12.052	4.839	2.653	3.645	1.058	0.59	0.339	0.18	0.101	0.75	190	93	5.813	0.859	8	36	256	32	17	0.75	1.924	96.469	32	11.707	7.575	7.109	5.604	4.538	3.548	0.732	0.296	0.187	0.119	0.077	11	5.994	4.918	3.384	2.324	1.561	0.687	0.353	0.205	0.113	0.061	13.707	8.73	8.629	7.065	5.77	4.618	58.154	2.719	107.458
58	PCB_058.HIN	2,3,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.004	52.125	0.251	1768	2364.42	1693	2899.296	15.731	8.893	417	3.475	28.04	48.224	316.5	16.666	2.327	3.584	1114	32.9	815	3701	11.161	65.968	1969	280.51	279.661	319.333	306.745	307.775	1.994	2.894	2.901	2.627	2.707	2.7	1.164	2.003	14.957	23.403	58	12.052	4.839	2.653	3.645	1.058	0.59	0.34	0.181	0.094	0.75	190	93	5.813	0.859	7.766	37	242	28	17	0.75	1.924	96.469	33	11.707	7.575	7.109	5.59	4.647	3.302	0.732	0.296	0.186	0.122	0.075	11	5.994	4.918	3.38	2.372	1.386	0.687	0.353	0.205	0.113	0.062	13.707	8.73	8.629	7.051	5.94	4.051	58.154	2.719	107.37
59	PCB_059.HIN	2,3,6,3'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.684	51.125	0.245	1734	2326.642	1657	2857.42	15.662	8.784	409	3.408	28.185	48.555	311.333	16.394	2.21	3.584	1068	33.114	815	3713	11.186	65.383	1943	274.843	273.994	313.667	301.079	302.108	2.04	2.968	2.975	2.683	2.768	2.761	1.226	2.015	15.311	24.173	64	12.052	4.839	2.483	3.645	1.059	0.59	0.35	0.185	0.099	0.75	188	92	5.75	0.813	7.625	35	258	32	17	0.75	1.906	95.52	31	11.707	7.592	7	5.76	4.603	3.519	0.732	0.292	0.186	0.118	0.076	11	6	4.857	3.512	2.372	1.552	0.687	0.353	0.202	0.113	0.061	13.707	8.747	8.483	7.327	5.854	4.587	58.255	2.701	108.259
60	PCB_060.HIN	2,3,4,4'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	63.45	53.75	0.263	1824	2429.309	1753	2973.568	15.884	8.991	430	3.583	27.97	47.953	316.833	16.684	2.352	3.584	1209	32.779	794	3493	11.274	68.965	1943	288.843	287.994	327.667	315.079	316.109	1.937	2.82	2.826	2.565	2.641	2.635	1.296	2.012	14.659	23.73	60	12.052	4.839	2.483	3.645	1.059	0.594	0.354	0.167	0.091	0.8	228	111	6.938	0.953	8.5	38	252	40	17	0.75	2.227	98.873	34	11.707	7.592	6.957	6.024	4.268	3.32	0.732	0.29	0.194	0.119	0.075	11	6	4.829	3.736	2.149	1.39	0.687	0.353	0.201	0.121	0.06	13.707	8.747	8.402	7.911	5.309	4.069	58.255	2.737	106.74
61	PCB_061.HIN	2,3,4,5-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.788	51.5	0.248	1750	2355.975	1677	2900.086	15.717	8.692	412	3.433	28.202	48.539	308.333	16.236	2.147	3.584	1092	33.13	788	3448	11.329	67.421	1865	275.843	274.994	314.667	302.079	303.109	2.025	2.966	2.973	2.677	2.762	2.755	1.381	2.019	15.07	25.129	60	12.052	4.839	2.328	3.645	1.06	0.59	0.363	0.181	0.097	1	205	100	6.25	0.906	8.188	36	248	34	17	0.75	2.127	97.671	22	11.707	7.609	6.852	6.131	4.43	3.431	0.732	0.286	0.192	0.117	0.075	11	6.006	4.755	3.939	2.312	1.503	0.687	0.353	0.198	0.123	0.061	13.707	8.764	8.223	8.312	5.677	4.39	58.356	2.706	108.227
62	PCB_062.HIN	2,3,4,6-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.587	50.875	0.244	1728	2328.864	1653	2867.691	15.669	8.653	407	3.392	28.279	48.73	305.833	16.105	2.084	3.584	1063	33.247	793	3504	11.315	66.71	1865	272.51	271.661	311.333	298.745	299.775	2.055	3.009	3.016	2.711	2.799	2.791	1.341	2.026	15.334	25.206	60	12.052	4.839	2.328	3.645	1.06	0.588	0.361	0.192	0.098	1	203	99	6.188	0.859	7.875	35	254	34	17	0.75	2.108	96.722	23	11.707	7.609	6.884	5.929	4.758	3.395	0.732	0.287	0.185	0.119	0.074	11	6.006	4.78	3.737	2.566	1.493	0.687	0.353	0.199	0.117	0.064	13.707	8.764	8.292	7.789	6.368	4.346	58.356	2.695	108.735
63	PCB_063.HIN	2,3,5,4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.272	53.125	0.258	1802	2402.198	1729	2941.173	15.829	8.977	425	3.542	27.969	48.015	316.333	16.657	2.312	3.584	1170	32.788	799	3547	11.262	68.134	1943	285.51	284.661	324.333	311.745	312.775	1.961	2.853	2.859	2.593	2.67	2.664	1.223	2.005	14.76	23.291	60	12.052	4.839	2.653	3.645	1.058	0.592	0.34	0.173	0.101	1	211	103	6.438	1.063	8.375	37	258	40	17	0.75	2.203	97.671	35	11.707	7.575	7.097	5.688	4.383	3.579	0.732	0.296	0.19	0.118	0.078	11	5.994	4.914	3.42	2.233	1.572	0.687	0.353	0.205	0.114	0.06	13.707	8.73	8.617	7.175	5.527	4.666	58.154	2.734	106.865
64	PCB_064.HIN	2,3,6,4'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	63.004	52.25	0.253	1772	2367.975	1697	2902.457	15.764	8.892	418	3.483	28.099	48.307	312.833	16.473	2.246	3.584	1129	32.979	806	3621	11.232	67.021	1943	280.843	279.994	319.667	307.079	308.109	1.998	2.906	2.913	2.635	2.716	2.709	1.212	2.012	15.094	23.912	60	12.052	4.839	2.483	3.645	1.059	0.592	0.351	0.178	0.099	1	209	102	6.375	1	8	36	260	40	17	0.75	2.18	96.722	34	11.707	7.592	6.988	5.844	4.443	3.587	0.732	0.291	0.189	0.117	0.078	11	6	4.854	3.548	2.281	1.577	0.687	0.353	0.202	0.114	0.06	13.707	8.747	8.472	7.437	5.607	4.69	58.255	2.717	107.652
65	PCB_065.HIN	2,3,5,6-tetrachloro-1,1'-biphenyl	82	152.42	97	176.445	12	10.751	1.778	1.958	0.305	33.333	6	26	62.4	50.25	0.24	1706	2301.753	1629	2835.296	15.611	8.619	402	3.35	28.323	48.862	305	16.061	2.053	3.584	1029	33.317	798	3555	11.295	65.842	1865	269.177	268.327	308	295.412	296.442	2.081	3.046	3.054	2.741	2.831	2.823	1.269	2.019	15.495	25.303	52	12.052	4.839	2.328	3.645	1.06	0.588	0.361	0.192	0.105	0.75	188	92	5.75	0.813	7.75	34	260	34	17	0.75	1.906	95.52	24	11.707	7.609	6.884	5.947	4.631	3.652	0.732	0.287	0.186	0.116	0.076	11	6.006	4.78	3.749	2.459	1.671	0.687	0.353	0.199	0.117	0.061	13.707	8.764	8.292	7.829	6.044	4.919	58.356	2.687	109.067
66	PCB_066.HIN	2,4,3',4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.569	54.125	0.265	1836	2439.975	1765	2983.049	15.902	9.068	433	3.608	27.887	47.786	319.167	16.807	2.391	3.584	1224	32.66	799	3543	11.251	69.036	1969	291.177	290.327	330	317.412	318.442	1.921	2.789	2.795	2.543	2.617	2.611	1.162	1.985	14.548	22.961	64	12.052	4.839	2.653	3.645	1.058	0.594	0.343	0.167	0.092	0.8	228	111	6.938	0.953	8.516	39	242	36	17	0.75	2.227	98.873	37	11.707	7.575	7.087	5.742	4.367	3.332	0.732	0.295	0.191	0.121	0.076	11	5.994	4.911	3.449	2.203	1.398	0.687	0.353	0.205	0.115	0.061	13.707	8.73	8.608	7.251	5.502	4.099	58.154	2.746	106.289
67	PCB_067.HIN	2,4,5,3'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.209	52.875	0.256	1794	2395.086	1721	2934.852	15.803	8.945	423	3.525	27.981	48.057	316	16.64	2.307	3.584	1155	32.808	801	3570	11.256	67.834	1943	284.177	283.327	323	310.412	311.442	1.967	2.863	2.869	2.601	2.679	2.672	1.225	1.991	14.776	23.331	64	12.052	4.839	2.653	3.645	1.058	0.591	0.342	0.174	0.099	1	207	101	6.313	0.977	8.375	37	254	32	17	0.75	2.18	97.671	33	11.707	7.575	7.099	5.672	4.414	3.546	0.732	0.296	0.189	0.119	0.077	11	5.994	4.915	3.416	2.246	1.56	0.687	0.353	0.205	0.114	0.061	13.707	8.73	8.62	7.154	5.575	4.616	58.154	2.731	106.961
68	PCB_068.HIN	2,4,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	94	173.445	12	10.751	1.778	1.958	0.305	33.333	6	23	63.321	53.25	0.258	1806	2405.753	1733	2944.333	15.829	9.012	426	3.55	27.916	47.923	318.333	16.763	2.347	3.584	1173	32.714	806	3615	11.217	67.736	1969	286.51	285.661	325.333	312.745	313.775	1.953	2.836	2.842	2.58	2.657	2.65	1.092	1.987	14.688	22.661	58	12.052	4.839	2.842	3.645	1.057	0.589	0.326	0.181	0.095	1	209	102	6.375	1.047	8.156	38	244	36	17	0.75	2.18	97.671	36	11.707	7.559	7.237	5.318	4.748	3.266	0.732	0.302	0.183	0.125	0.074	11	5.988	4.999	3.089	2.477	1.376	0.687	0.352	0.208	0.107	0.065	13.707	8.713	8.832	6.384	6.261	4.002	58.053	2.739	106.595
69	PCB_069.HIN	2,4,6,3'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	62.938	52	0.251	1764	2360.864	1689	2896.136	15.74	8.865	416	3.467	28.088	48.321	312.833	16.473	2.232	3.584	1114	32.97	808	3644	11.22	66.653	1943	279.51	278.661	318.333	305.745	306.775	2.006	2.919	2.926	2.644	2.726	2.719	1.153	1.999	15.079	23.528	58	12.052	4.839	2.653	3.645	1.058	0.588	0.336	0.192	0.094	1	205	100	6.25	0.938	8	36	256	34	17	0.75	2.139	96.722	32	11.707	7.575	7.14	5.384	5.001	3.203	0.732	0.298	0.179	0.125	0.073	11	5.994	4.942	3.17	2.687	1.352	0.687	0.353	0.206	0.106	0.067	13.707	8.73	8.698	6.502	6.795	3.907	58.154	2.716	107.65
70	PCB_070.HIN	2,5,3',4'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	63.324	53.25	0.258	1806	2405.753	1733	2944.333	15.826	9.008	426	3.55	27.939	47.95	318	16.745	2.356	3.584	1173	32.744	806	3615	11.224	67.804	1969	286.51	285.661	325.333	312.745	313.775	1.952	2.834	2.84	2.579	2.656	2.649	1.171	1.977	14.72	23.073	64	12.052	4.839	2.653	3.645	1.058	0.594	0.344	0.167	0.1	1	209	102	6.375	1	8.25	38	244	34	17	0.75	2.18	97.671	36	11.707	7.575	7.087	5.764	4.211	3.649	0.732	0.295	0.192	0.117	0.079	11	5.994	4.911	3.463	2.079	1.604	0.687	0.353	0.205	0.115	0.058	13.707	8.73	8.608	7.3	5.104	4.804	58.154	2.736	106.693
71	PCB_071.HIN	2,6,3',4'-tetrachloro-1,1'-biphenyl	82	152.42	96	175.445	12	10.751	1.778	1.958	0.305	33.333	6	25	62.988	52.125	0.252	1768	2364.42	1693	2899.296	15.741	8.88	417	3.475	28.099	48.315	313.833	16.526	2.281	3.584	1120	32.98	815	3707	11.173	66.221	1969	280.51	279.661	319.333	306.745	307.775	1.997	2.9	2.906	2.631	2.711	2.704	1.185	1.985	15.094	23.819	58	12.052	4.839	2.483	3.645	1.059	0.592	0.354	0.179	0.091	1	207	101	6.313	0.938	8.125	37	242	34	17	0.75	2.108	96.722	33	11.707	7.592	6.991	5.816	4.576	3.323	0.732	0.291	0.188	0.12	0.076	11	6	4.854	3.54	2.339	1.396	0.687	0.353	0.202	0.114	0.062	13.707	8.747	8.474	7.404	5.815	4.092	58.255	2.714	107.661
72	PCB_072.HIN	2,5,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	94	173.445	12	10.751	1.778	1.958	0.305	33.333	6	23	63.072	52.375	0.252	1776	2371.531	1701	2905.617	15.751	8.95	419	3.492	27.969	48.09	317.167	16.701	2.312	3.584	1123	32.8	813	3688	11.192	66.54	1969	281.843	280.994	320.667	308.079	309.108	1.985	2.882	2.888	2.618	2.696	2.69	1.099	1.98	14.862	22.777	58	12.052	4.839	2.842	3.645	1.057	0.589	0.327	0.18	0.103	0.75	190	93	5.813	0.859	7.875	37	246	30	17	0.75	1.924	96.469	35	11.707	7.559	7.237	5.341	4.592	3.586	0.732	0.302	0.184	0.121	0.078	11	5.988	4.999	3.103	2.353	1.582	0.687	0.352	0.208	0.107	0.062	13.707	8.713	8.832	6.433	5.863	4.71	58.053	2.728	107.008
73	PCB_073.HIN	2,6,3',5'-tetrachloro-1,1'-biphenyl	82	152.42	95	174.445	12	10.751	1.778	1.958	0.305	33.333	6	24	62.732	51.25	0.245	1738	2330.198	1661	2860.58	15.664	8.82	410	3.417	28.132	48.462	313	16.482	2.235	3.584	1071	33.04	822	3781	11.141	64.984	1969	275.843	274.994	314.667	302.079	303.108	2.032	2.949	2.956	2.67	2.753	2.746	1.113	1.987	15.24	23.546	52	12.052	4.839	2.653	3.645	1.058	0.588	0.336	0.192	0.094	0.75	188	92	5.75	0.813	7.75	36	244	28	17	0.75	1.906	95.52	32	11.707	7.575	7.14	5.392	4.96	3.222	0.732	0.298	0.18	0.124	0.073	11	5.994	4.942	3.18	2.613	1.361	0.687	0.353	0.206	0.106	0.065	13.707	8.73	8.698	6.537	6.577	3.943	58.154	2.706	107.991
