No.	MolID	Molecule	ZM1	ZM1V	ZM2	ZM2V	Qindex	SNar	HNar	GNar	Xt	Dz	Ram	Pol	LPRS	VDA	MSD	SMTI	SMTIV	GMTI	GMTIV	Xu	SPI	W	WA	Har	Har2	QW	TI1	TI2	STN	HyDp	RHyDp	w	ww	Rww	D/D	Wap	WhetZ	Whetm	Whetv	Whete	Whetp	J	JhetZ	Jhetm	Jhetv	Jhete	Jhetp	MAXDN	MAXDP	DELS	TIE	S0K	S1K	S2K	S3K	PHI	BLI	PW2	PW3	PW4	PW5	PJI2	CSI	ECC	AECC	DECC	MDDD	UNIP	CENT	VAR	BAC	Lop	ICR	D/Dr06	T(Cl..Cl)	X0	X1	X2	X3	X4	X5	X0A	X2A	X3A	X4A	X5A	X0v	X1v	X2v	X3v	X4v	X5v	X0Av	X1Av	X2Av	X3Av	X4Av	X0sol	X1sol	X2sol	X3sol	X4sol	X5sol	XMOD	RDCHI	RDSQ
167	PCB_167.HIN	2,4,5,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.676	64.444	0.244	2410	3069.185	2295	3574.679	17.561	11.937	580	3.791	32.318	57.691	435.167	20.436	2.452	3.584	1688	38.263	1046	4737	14.446	89.773	2611	381.667	380.223	447.667	426.267	428.018	2.025	2.993	3.002	2.658	2.757	2.748	1.363	2.007	22.248	34.896	69.059	14.563	5.649	3.026	4.57	1.099	0.607	0.364	0.17	0.094	0.8	258	127	7.056	0.957	10.272	46	332	40	37	0.76	2.213	113.713	88	13.447	8.397	8.112	6.84	4.936	3.857	0.747	0.29	0.19	0.115	0.071	13.113	6.961	5.914	4.536	2.707	1.807	0.728	0.366	0.211	0.126	0.063	16.447	10.129	10.3	9.557	6.658	5.237	69.433	2.831	128.789
168	PCB_168.HIN	2,4,6,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.391	63.444	0.24	2372	3027.852	2255	3529.642	17.497	11.853	571	3.732	32.437	57.997	431	20.241	2.38	3.584	1632	38.445	1055	4834	14.405	88.292	2611	375.667	374.223	441.667	420.267	422.018	2.061	3.047	3.056	2.698	2.801	2.792	1.372	2.015	22.568	35.255	63.059	14.563	5.649	3.026	4.57	1.099	0.604	0.358	0.186	0.089	0.8	256	126	7	0.889	9.827	45	332	42	37	0.76	2.197	112.764	85	13.447	8.397	8.154	6.551	5.526	3.486	0.747	0.291	0.182	0.12	0.067	13.113	6.961	5.942	4.291	3.149	1.587	0.728	0.366	0.212	0.119	0.068	16.447	10.129	10.378	8.904	7.882	4.482	69.433	2.816	129.576
169	PCB_169.HIN	3,4,5,3',4',5'-hexachloro-1,1'-biphenyl	94	167.63	111	194.667	14	11.561	1.688	1.901	0.294	38	8	30	74.902	65.222	0.248	2440	3103.407	2327	3613.395	17.608	11.984	587	3.837	32.244	57.485	439	20.616	2.525	3.584	1734	38.148	1039	4652	14.449	90.587	2611	386.333	384.89	452.333	430.934	432.684	1.996	2.95	2.958	2.625	2.721	2.713	1.353	1.86	21.989	34.756	45.059	14.563	5.649	3.026	4.57	1.099	0.608	0.366	0.166	0.088	0.8	260	128	7.111	1.012	10.469	47	328	38	37	0.76	2.197	114.663	89	13.447	8.397	8.09	6.955	4.853	3.683	0.747	0.289	0.193	0.116	0.071	13.113	6.961	5.892	4.695	2.637	1.655	0.728	0.366	0.21	0.13	0.063	16.447	10.129	10.24	9.949	6.484	4.767	69.433	2.84	128.251
170	PCB_170.HIN	2,3,4,5,2',3',4'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.969	68.421	0.231	2678	3359.012	2536	3837.506	18.289	13.199	650	3.801	34.82	63.434	494	22.009	2.411	3.584	1880	41.494	1192	5503	16.042	99.289	2960	423.804	422.021	505.333	478.899	481.061	2.123	3.162	3.172	2.768	2.883	2.874	1.507	2.048	26.641	43.84	80.711	15.823	6.054	2.903	5.042	1.118	0.613	0.387	0.178	0.092	0.8	271	134	7.053	0.909	10.504	48	388	45	50	0.754	2.189	120.184	116	14.317	8.841	8.391	7.783	5.303	3.983	0.754	0.28	0.19	0.11	0.068	14.169	7.457	6.275	5.473	3.044	1.947	0.746	0.373	0.209	0.133	0.063	17.817	10.862	10.799	11.562	7.4	5.551	75.275	2.847	142.027
171	PCB_171.HIN	2,3,4,6,2',3',4'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.727	67.579	0.227	2644	3321.235	2500	3795.63	18.238	13.138	642	3.754	34.921	63.699	490	21.831	2.348	3.584	1830	41.65	1200	5595	16.021	98.162	2960	418.471	416.687	500	473.565	475.728	2.154	3.209	3.22	2.803	2.921	2.911	1.468	2.056	26.937	44.185	80.711	15.823	6.054	2.903	5.042	1.118	0.611	0.385	0.187	0.095	0.8	269	133	7	0.842	10.233	47	391	45	50	0.754	2.161	119.235	114	14.317	8.841	8.423	7.587	5.589	4.038	0.754	0.281	0.185	0.112	0.067	14.169	7.457	6.3	5.272	3.278	2.008	0.746	0.373	0.21	0.129	0.066	17.817	10.862	10.868	11.045	8.024	5.723	75.275	2.836	142.715
172	PCB_172.HIN	2,3,4,5,2',3',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.745	67.579	0.226	2644	3321.235	2500	3795.63	18.226	13.158	642	3.754	34.835	63.556	493	21.965	2.373	3.584	1818	41.531	1200	5591	16.022	97.994	2960	418.471	416.687	500	473.565	475.728	2.15	3.203	3.213	2.799	2.917	2.907	1.516	2.051	26.764	43.478	78.711	15.823	6.054	3.048	5.042	1.118	0.611	0.376	0.184	0.1	1	248	123	6.474	0.975	10.233	47	391	40	50	0.754	2.149	118.982	114	14.317	8.824	8.531	7.447	5.422	4.212	0.754	0.284	0.186	0.111	0.069	14.169	7.451	6.36	5.157	3.129	2.118	0.746	0.373	0.212	0.129	0.064	17.817	10.845	11.014	10.826	7.622	6.101	75.174	2.842	142.29
173	PCB_173.HIN	2,3,4,5,6,2',3'-heptachloro-1,1'-biphenyl	100	175.235	122	207.778	15	11.967	1.652	1.877	0.289	40.333	9	36	79.265	65.895	0.22	2578	3255.012	2432	3728.469	18.122	12.966	626	3.661	35.118	64.202	483.667	21.549	2.256	3.584	1724	41.948	1200	5607	16.041	96.452	2908	407.137	405.354	488.667	462.232	464.395	2.211	3.305	3.316	2.872	2.997	2.986	1.569	2.062	27.302	45.543	72.711	15.823	6.054	2.768	5.042	1.119	0.61	0.393	0.192	0.099	1	244	121	6.368	0.914	9.911	45	397	40	50	0.754	2.115	118.033	104	14.317	8.858	8.304	7.796	5.562	4.154	0.754	0.277	0.186	0.109	0.067	14.169	7.463	6.221	5.526	3.275	2.117	0.746	0.373	0.207	0.132	0.064	17.817	10.879	10.675	11.606	7.942	6.028	75.376	2.813	143.989
174	PCB_174.HIN	2,3,4,5,2',3',6'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.448	66.526	0.222	2602	3276.346	2456	3747.432	18.157	13.062	632	3.696	34.992	63.929	488	21.742	2.309	3.584	1757	41.765	1210	5702	15.986	96.493	2960	411.804	410.021	493.333	466.899	469.061	2.187	3.259	3.27	2.84	2.962	2.952	1.53	2.055	27.135	44.46	80.711	15.823	6.054	2.903	5.042	1.118	0.611	0.385	0.187	0.101	1	246	122	6.421	0.925	10.022	46	390	40	50	0.754	2.102	118.033	110	14.317	8.841	8.423	7.609	5.444	4.274	0.754	0.281	0.186	0.109	0.069	14.169	7.457	6.3	5.287	3.157	2.181	0.746	0.373	0.21	0.129	0.063	17.817	10.862	10.868	11.094	7.639	6.286	75.275	2.825	143.271
175	PCB_175.HIN	2,3,4,6,2',3',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.501	66.737	0.223	2610	3283.457	2464	3753.753	18.174	13.095	634	3.708	34.939	63.827	489	21.786	2.31	3.584	1769	41.69	1208	5684	16.001	96.895	2960	413.137	411.354	494.667	468.232	470.395	2.182	3.251	3.261	2.834	2.955	2.945	1.477	2.058	27.063	43.858	80.711	15.823	6.054	3.048	5.042	1.118	0.609	0.373	0.192	0.103	1	246	122	6.421	0.97	9.961	46	394	42	50	0.754	2.149	118.033	112	14.317	8.824	8.563	7.251	5.712	4.23	0.754	0.285	0.181	0.112	0.068	14.169	7.451	6.384	4.957	3.364	2.166	0.746	0.373	0.213	0.124	0.066	17.817	10.845	11.083	10.31	8.25	6.219	75.174	2.83	142.992
176	PCB_176.HIN	2,3,4,6,2',3',6'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.2	65.684	0.219	2568	3238.568	2420	3705.556	18.104	12.997	624	3.649	35.101	64.21	484	21.564	2.245	3.584	1709	41.932	1218	5796	15.965	95.415	2960	406.471	404.687	488	461.565	463.728	2.22	3.309	3.32	2.877	3.002	2.991	1.495	2.062	27.44	44.868	80.711	15.823	6.054	2.903	5.042	1.118	0.61	0.383	0.196	0.107	1	244	121	6.368	0.914	9.734	45	393	42	50	0.754	2.115	117.084	108	14.317	8.841	8.454	7.418	5.684	4.439	0.754	0.282	0.181	0.109	0.069	14.169	7.457	6.324	5.088	3.37	2.321	0.746	0.373	0.211	0.124	0.065	17.817	10.862	10.937	10.583	8.192	6.706	75.275	2.812	143.998
177	PCB_177.HIN	2,3,4,2',3',5',6'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.501	66.737	0.223	2610	3283.457	2464	3753.753	18.175	13.084	634	3.708	34.98	63.887	488.667	21.771	2.32	3.584	1772	41.745	1208	5679	15.991	96.793	2960	413.137	411.354	494.667	468.232	470.395	2.182	3.25	3.261	2.834	2.955	2.945	1.455	2.051	27.118	44.437	72.711	15.823	6.054	2.903	5.042	1.118	0.611	0.385	0.187	0.101	1	248	123	6.474	0.975	9.961	46	394	45	50	0.754	2.149	118.033	112	14.317	8.841	8.423	7.605	5.465	4.269	0.754	0.281	0.185	0.109	0.069	14.169	7.457	6.3	5.285	3.172	2.175	0.746	0.373	0.21	0.129	0.063	17.817	10.862	10.868	11.085	7.702	6.256	75.275	2.827	143.174
178	PCB_178.HIN	2,3,5,6,2',3',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.272	65.895	0.219	2576	3245.679	2428	3711.876	18.11	13.04	626	3.661	35	64.019	487.667	21.727	2.281	3.584	1712	41.788	1216	5769	15.973	95.563	2960	407.804	406.021	489.333	462.899	465.061	2.21	3.293	3.304	2.866	2.99	2.979	1.434	2.051	27.247	44.113	72.711	15.823	6.054	3.048	5.042	1.118	0.609	0.373	0.192	0.108	0.75	225	112	5.895	0.776	9.69	45	397	38	50	0.754	1.871	116.831	110	14.317	8.824	8.563	7.269	5.588	4.463	0.754	0.285	0.182	0.11	0.07	14.169	7.451	6.384	4.969	3.258	2.333	0.746	0.373	0.213	0.124	0.064	17.817	10.845	11.083	10.349	7.928	6.753	75.174	2.821	143.46
179	PCB_179.HIN	2,3,5,6,2',3',6'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	78.968	64.842	0.214	2534	3200.79	2384	3663.679	18.039	12.94	616	3.602	35.164	64.407	482.667	21.504	2.216	3.584	1653	42.033	1226	5882	15.938	94.11	2960	401.137	399.354	482.667	456.232	458.395	2.25	3.353	3.364	2.909	3.037	3.026	1.456	2.055	27.627	45.146	72.711	15.823	6.054	2.903	5.042	1.118	0.61	0.383	0.195	0.112	0.75	223	111	5.842	0.742	9.446	44	396	38	50	0.754	1.847	115.882	106	14.317	8.841	8.454	7.437	5.563	4.641	0.754	0.282	0.181	0.107	0.07	14.169	7.457	6.324	5.1	3.264	2.478	0.746	0.373	0.211	0.124	0.063	17.817	10.862	10.937	10.623	7.873	7.196	75.275	2.803	144.481
180	PCB_180.HIN	2,3,4,5,2',4',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	80.022	68.632	0.231	2686	3366.124	2544	3843.827	18.303	13.238	652	3.813	34.748	63.3	494.667	22.039	2.401	3.584	1889	41.394	1190	5490	16.073	99.86	2960	425.137	423.354	506.667	480.232	482.395	2.117	3.153	3.163	2.762	2.876	2.866	1.507	2.048	26.546	43.119	80.711	15.823	6.054	3.048	5.042	1.118	0.612	0.378	0.178	0.099	0.8	271	134	7.053	0.909	10.665	48	392	45	50	0.754	2.189	120.184	118	14.317	8.824	8.521	7.515	5.294	4.237	0.754	0.284	0.188	0.11	0.069	14.169	7.451	6.357	5.189	3.05	2.128	0.746	0.373	0.212	0.13	0.064	17.817	10.845	11.004	10.916	7.424	6.14	75.174	2.855	141.664
181	PCB_181.HIN	2,3,4,5,6,2',4'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.596	67.158	0.226	2628	3307.012	2484	3782.988	18.222	13.081	638	3.731	34.975	63.84	486	21.653	2.274	3.584	1806	41.733	1188	5487	16.107	98.692	2908	415.137	413.354	496.667	470.232	472.394	2.172	3.245	3.256	2.828	2.949	2.938	1.563	2.06	27.009	44.531	72.711	15.823	6.054	2.903	5.042	1.118	0.61	0.382	0.192	0.101	0.8	269	133	7	0.842	10.36	46	402	51	50	0.754	2.161	119.235	110	14.317	8.841	8.432	7.524	5.657	4.178	0.754	0.281	0.184	0.111	0.067	14.169	7.457	6.303	5.235	3.379	2.129	0.746	0.373	0.21	0.128	0.066	17.817	10.862	10.878	10.939	8.257	6.068	75.275	2.832	143.071
182	PCB_182.HIN	2,3,4,5,2',4',6'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.726	67.579	0.227	2644	3321.235	2500	3795.63	18.238	13.148	642	3.754	34.879	63.64	490	21.831	2.329	3.584	1827	41.595	1200	5600	16.03	98.264	2960	418.471	416.687	500	473.565	475.728	2.154	3.209	3.22	2.803	2.921	2.911	1.52	2.052	26.882	43.596	74.711	15.823	6.054	3.048	5.042	1.118	0.609	0.373	0.193	0.097	0.8	269	133	7	0.842	10.277	47	391	47	50	0.754	2.161	119.235	114	14.317	8.824	8.563	7.232	5.838	3.986	0.754	0.285	0.181	0.114	0.066	14.169	7.451	6.384	4.945	3.471	1.991	0.746	0.373	0.213	0.124	0.068	17.817	10.845	11.083	10.27	8.576	5.647	75.174	2.84	142.533
183	PCB_183.HIN	2,3,4,6,2',4',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.781	67.789	0.228	2652	3328.346	2508	3801.951	18.252	13.176	644	3.766	34.85	63.566	490.667	21.861	2.338	3.584	1839	41.55	1198	5582	16.051	98.734	2960	419.804	418.021	501.333	474.899	477.061	2.148	3.199	3.21	2.796	2.914	2.904	1.468	2.056	26.842	43.468	80.711	15.823	6.054	3.048	5.042	1.118	0.611	0.376	0.187	0.102	0.8	269	133	7	0.842	10.41	47	395	45	50	0.754	2.161	119.235	116	14.317	8.824	8.553	7.319	5.581	4.286	0.754	0.285	0.183	0.112	0.069	14.169	7.451	6.381	4.989	3.285	2.187	0.746	0.373	0.213	0.125	0.066	17.817	10.845	11.074	10.399	8.048	6.303	75.174	2.843	142.351
184	PCB_184.HIN	2,3,4,6,2',4',6'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.481	66.737	0.224	2610	3283.457	2464	3753.753	18.186	13.084	634	3.708	34.986	63.915	486	21.653	2.266	3.584	1778	41.758	1208	5693	16.009	97.158	2960	413.137	411.354	494.667	468.232	470.395	2.186	3.258	3.268	2.838	2.96	2.95	1.482	2.06	27.184	43.992	72.711	15.823	6.054	3.048	5.042	1.118	0.608	0.371	0.202	0.104	0.8	267	132	6.947	0.809	9.989	46	394	47	50	0.754	2.103	118.286	112	14.317	8.824	8.594	7.042	6.074	4.181	0.754	0.286	0.176	0.115	0.067	14.169	7.451	6.409	4.746	3.684	2.143	0.746	0.373	0.214	0.119	0.07	17.817	10.845	11.152	9.758	9.126	6.113	75.174	2.828	143.246
185	PCB_185.HIN	2,3,4,5,6,2',5'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.317	66.105	0.22	2586	3262.124	2440	3734.79	18.139	13.006	628	3.673	35.047	64.069	484.333	21.578	2.241	3.584	1733	41.848	1198	5594	16.072	97.024	2908	408.471	406.687	490	463.565	465.728	2.205	3.296	3.307	2.866	2.99	2.98	1.569	2.062	27.207	44.805	72.711	15.823	6.054	2.903	5.042	1.118	0.61	0.382	0.191	0.107	1	244	121	6.368	0.914	10.1	45	401	42	50	0.754	2.115	118.033	106	14.317	8.841	8.432	7.546	5.509	4.427	0.754	0.281	0.184	0.108	0.069	14.169	7.457	6.303	5.249	3.257	2.31	0.746	0.373	0.21	0.128	0.064	17.817	10.862	10.878	10.988	7.867	6.67	75.275	2.821	143.625
186	PCB_186.HIN	2,3,4,5,6,2',6'-heptachloro-1,1'-biphenyl	100	175.235	122	207.778	15	11.967	1.652	1.877	0.289	40.333	9	36	78.962	64.842	0.215	2536	3210.124	2388	3680.272	18.051	12.878	616	3.602	35.238	64.525	478.667	21.326	2.17	3.584	1661	42.135	1210	5724	16.015	95.074	2908	400.471	398.687	482	455.565	457.728	2.25	3.364	3.376	2.915	3.045	3.034	1.578	2.066	27.624	45.968	66.711	15.823	6.054	2.768	5.042	1.119	0.608	0.39	0.201	0.105	1	242	120	6.316	0.859	9.867	44	396	38	50	0.754	2.042	117.084	100	14.317	8.858	8.336	7.609	5.784	4.307	0.754	0.278	0.181	0.109	0.067	14.169	7.463	6.246	5.329	3.475	2.254	0.746	0.373	0.208	0.127	0.066	17.817	10.879	10.744	11.104	8.438	6.431	75.376	2.799	144.813
187	PCB_187.HIN	2,3,5,6,2',4',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.556	66.947	0.224	2618	3290.568	2472	3760.074	18.189	13.123	636	3.719	34.909	63.754	489.333	21.801	2.31	3.584	1781	41.645	1206	5666	16.022	97.365	2960	414.471	412.687	496	469.565	471.728	2.175	3.24	3.251	2.827	2.947	2.937	1.42	2.048	27.023	43.729	72.711	15.823	6.054	3.048	5.042	1.118	0.611	0.376	0.187	0.108	1	248	123	6.474	0.975	10.155	46	398	45	50	0.754	2.149	118.033	114	14.317	8.824	8.553	7.337	5.457	4.517	0.754	0.285	0.183	0.109	0.071	14.169	7.451	6.381	5.001	3.178	2.355	0.746	0.373	0.213	0.125	0.064	17.817	10.845	11.074	10.439	7.727	6.836	75.174	2.834	142.811
188	PCB_188.HIN	2,3,5,6,2',4',6'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	79.252	65.895	0.219	2576	3245.679	2428	3711.876	18.123	13.029	626	3.661	35.048	64.108	484.667	21.593	2.237	3.584	1721	41.857	1216	5778	15.98	95.817	2960	407.804	406.021	489.333	462.899	465.061	2.215	3.3	3.311	2.87	2.995	2.984	1.442	2.052	27.369	44.261	66.711	15.823	6.054	3.048	5.042	1.118	0.608	0.371	0.201	0.108	1	246	122	6.421	0.97	9.701	45	397	47	50	0.754	2.149	117.084	110	14.317	8.824	8.594	7.06	5.954	4.382	0.754	0.286	0.176	0.112	0.068	14.169	7.451	6.409	4.758	3.578	2.299	0.746	0.373	0.214	0.119	0.068	17.817	10.845	11.152	9.798	8.808	6.601	75.174	2.818	143.72
189	PCB_189.HIN	2,3,4,5,3',4',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	80.263	69.474	0.235	2720	3403.901	2580	3885.704	18.352	13.293	660	3.86	34.662	63.061	499	22.232	2.474	3.584	1941	41.26	1182	5392	16.079	100.79	2960	430.471	428.687	512	485.565	487.728	2.086	3.107	3.116	2.728	2.839	2.829	1.493	2.044	26.27	42.843	74.711	15.823	6.054	3.048	5.042	1.118	0.613	0.38	0.174	0.091	0.8	273	135	7.105	0.964	10.92	49	389	43	50	0.754	2.189	121.134	120	14.317	8.824	8.499	7.625	5.258	3.944	0.754	0.283	0.191	0.112	0.068	14.169	7.451	6.335	5.346	3.001	1.895	0.746	0.373	0.211	0.134	0.064	17.817	10.845	10.945	11.303	7.321	5.409	75.174	2.864	141.046
190	PCB_190.HIN	2,3,4,5,6,3',4'-heptachloro-1,1'-biphenyl	100	175.235	121	206.778	15	11.967	1.652	1.877	0.289	40.333	9	35	79.896	68.211	0.23	2670	3351.901	2528	3831.185	18.286	13.168	648	3.789	34.854	63.517	491	21.875	2.357	3.584	1869	41.547	1178	5370	16.133	100.071	2908	421.804	420.021	503.333	476.899	479.061	2.133	3.187	3.198	2.785	2.902	2.892	1.554	2.056	26.687	44.084	72.711	15.823	6.054	2.903	5.042	1.118	0.612	0.386	0.181	0.095	0.8	271	134	7.053	0.909	10.432	47	403	49	50	0.754	2.189	120.184	114	14.317	8.841	8.401	7.715	5.414	4.039	0.754	0.28	0.188	0.11	0.067	14.169	7.457	6.278	5.434	3.165	1.999	0.746	0.373	0.209	0.133	0.065	17.817	10.862	10.809	11.451	7.701	5.691	75.275	2.846	142.245
191	PCB_191.HIN	2,3,4,6,3',4',5'-heptachloro-1,1'-biphenyl	100	175.235	120	205.778	15	11.967	1.652	1.877	0.289	40.333	9	34	80.025	68.632	0.231	2686	3366.124	2544	3843.827	18.301	13.235	652	3.813	34.759	63.317	495	22.054	2.411	3.584	1890	41.409	1190	5483	16.056	99.642	2960	425.137	423.354	506.667	480.232	482.395	2.116	3.152	3.162	2.761	2.875	2.865	1.454	2.052	26.56	43.158	74.711	15.823	6.054	3.048	5.042	1.118	0.612	0.377	0.183	0.091	0.8	271	134	7.053	0.909	10.665	48	392	43	50	0.754	2.189	120.184	118	14.317	8.824	8.531	7.423	5.595	3.847	0.754	0.284	0.186	0.114	0.066	14.169	7.451	6.36	5.144	3.258	1.861	0.746	0.373	0.212	0.129	0.066	17.817	10.845	11.014	10.781	8.021	5.269	75.174	2.853	141.708
